code,water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,distance_to_settlement,establishing_agency,date_source_established,latitude,longitude,elevation,gps_precision,sources_cluster,users,permanent,months_used,functioning,reason_for_non_functioning,number_of_human_using_source,number_of_camel_using_source,number_of_cattle_using_source,number_of_shoats_using_source,number_of_hectares_irrigated_using_source,source_protected,bh_depth,casing_type,casing_size,bh_static_water_level,bh_operating_yield,bh_operating_hrs_per_day,bh_operating_draw_down,bh_recovery_time,dw_depth,dw_static_water_level,dw_yield,dw_operating_hours,dw_draw_down,recovery_time,spring_cumulative_discharge_rate,dam_depth,dam_length,dam_width,berkad_depth,berkad_length,berkad_width,other_depth,other_length,other_width,other_source_yield,reservoir_type,reservoir_capacity,pipeline_type,pipeline_length,number_of_hh_connections,number_of_water_points_kiosks,number_of_animal_troughs,source_used_for_water_trucking,number_of_trucks_per_day,pump_type,pump_model,pump_capacity,pump_level,source_of_power,generator_type,generator_capacity,solar_type,solar_capacity,supply_system_condition,supply_system_condition_description,physical_water_quality_issues,color_odor_smell_description,temperature,ph,electrical_conductivity,total_disolved_solids,management_type,water_and_sanitation_committee,wsc_date_of_establishment,wsc_male_members,wsc_female_members,humans_charged_for_water,cost_of_water_for_humans,animals_charged_for_water,cost_of_water_for_livestock,name_of_operator,operator_contact_number,last_intervention_agency,last_intervention_description,last_intervention_date,additional_notes,metadata_tag
DWAWBO060,Dug Well,Somaliland_MoWRD,2019-12-07,Awdal,Borama,Fadhi xun,Fadhi xun,,International Fund for Agricultural Development, 2/20/2013,10.2913,43.296,920.0,3.216,,,yes,,Yes,,1200,,,,,Yes,,,,,,,,,9.0,5.0,2.0,6.0,,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,2000.0,9,4,1,no,,,Grundfos,11.0,8.0,Submersible Pump,,,Photovoltaic,3.54,,,No,,17.0,8.25,526.0,373.0,,Yes, 7/14/2014,3,2,Yes,0.02,No,,,,HAVOYOCO - Hargesia Voluntary Youth Committee,"Replacement pipe line to pvc
2kiosks",2018-02-18,,Strategic Water Sources Survey – WSS_NAT
DWAWBO062,Dug Well,SWALIM_WSIS,2008-05-20,Awdal,Borama,Fadhi Xun 2,Weeraar,,,,10.2922,43.296,919.0,,,,Yes,,No,,,,,,,,,,,,,,,,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWZE015,Dug Well,Somaliland_MoWRD,2019-12-16,Awdal,Zeylac,Madaxdadley,Madaxdadlay,,Community,12/16/2017,10.5569,42.9519,601.0,4.9,,,no,6,Yes,,2000,20000,,30000,,No,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,There is no supply system,No,,28.0,7.1,3500.0,1600.0,,,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWAWBO070,Dug Well,Somaliland_MoWRD,2019-12-14,Awdal,Borama,Jarahoroto cad cad,Jarahoroto,,Other, 8/12/2017,9.8641,43.3266,1516.0,4.288,0,,yes,,Yes,,2000,,,,,Yes,,,,,,,,,8.0,1.0,4.0,6.0,0.0,,,,,,,,,,,,,Concrete/Masonry tank,,Galvanised Steel,2220.0,0,1,0,no,,,Lowara,7.5,7.0,Submersible Pump,,,Photovoltaic,4.5,,,No,,,,,,,Yes, 5/21/2018,5,2,Yes,0.06,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWAWBO071,Dug Well,SWALIM_WSIS,2008-06-17,Awdal,Borama,Cad Cad 1,Jaaraa Horoto,,,,9.8642,43.3268,1516.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,7.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,2400.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWBO072,Dug Well,SWALIM_WSIS,2008-05-27,Awdal,Borama,Old Camuud,Boorame Town,,AFREC - Africa Rescue Committee, 1/22/2006,9.9372,43.3272,1234.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,600.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSNCR068,Dug Well,SWALIM_WSIS,2008-06-05,Sanaag,Ceerigaabo,Ceeri Yaan,Ceeri yaan,,,,10.0828,47.4351,1243.0,,,,Yes,,Yes,,,150,,800,,,,,,,,,,,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,2581.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWBO073,Dug Well,SWALIM Archives,2005-03-05,Awdal,Borama,BABOW5,,1.2,Community,21-06-05,10.0189,43.3344,1050.0,,,,Yes,,Yes,,,,,,1999.0,,,,,,,,,,14.0,6.3,10.0,,,,,,,,,,,,,,,,,,1999.0,,1999,,,,,,,7.0,Pump,,,,,,,,,25.0,,504.0,,,No,,,,,,,,Yes,,GAA - German Agro Action,,,,Water Sources Data from Partners – WSD_Pat
DWAWBO074,Dug Well,SWALIM Archives,2005-03-05,Awdal,Borama,BABOW4,,0.8,Community,13-06-05,10.0192,43.3347,1046.0,,,,Yes,,Yes,,,,,,1999.0,,,,,,,,,,12.0,5.7,20.0,,,,,,,,,,,,,,,,,,1999.0,,1999,,,,,Honda,,5.0,Pump,,,,,,,,,24.0,,472.0,,,No,,,,,,,,Yes,,GAA - German Agro Action,,,,Water Sources Data from Partners – WSD_Pat
DWGDLU049,Dug Well,SWALIM Archives,2004-09-09,Gedo,Luuq,raxma Well,,2.0,Community,26-06-05,4.1047,42.6528,175.0,,,,No,,No,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,Community,,,,Water Sources Data from Partners – WSD_Pat
DWAWLU010,Dug Well,Somaliland_MoWRD,2019-12-02,Awdal,Lughaye,Garaaca Dug Well,Garaaca,,Community, 7/21/2015,10.715,43.8219,16.0,4.9,6,,yes,,Yes,,400,3000,0,3500,0.0,Yes,,,,,,,,,9.0,4.0,1.0,8.0,0.0,,,,,,,,,,,,,Other,,Other,0.0,0,0,0,no,,,,,,No Pump,,,,,,Is very poorly becouse the cyclone sagar evectid this shellow,YES,,,,,,,Yes,  8/7/2014,6,3,Yes,0.3,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWAWLU013,Dug Well,Somaliland_MoWRD,2019-12-05,Awdal,Lughaye,Iddo cadays shellow well,Iddo cadays,,ADRA - Adventist Development Relief Agency, 6/12/2019,10.6166,44.0303,15.0,4.9,6,,yes,,Yes,,250,1500,0,5000,0.0,Yes,,,,,,,,,11.0,9.0,2.0,9.0,0.0,,,,,,,,,,,,,Concrete/Masonry tank,,Stainless Steel,50.0,0,1,2,no,,,Grundfos,4.0,10.0,Submersible Pump,,,Banal8,200.0,,The condition  of supply is very poorly,YES,Is salnty,30.5,7.87,5700.0,2849.0,,Yes, 6/26/2019,3,0,No,,Yes,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWAWLU014,Dug Well,SWALIM_HGS,2012-01-27,Awdal,Lughaye,Farda Lagu-Xigh/W-034,,,,,10.40974,43.45078,537.0,,,,,,,,,,,3105,320.0,,,,,,,,,,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,7.4,,,,,,,,,,,,,,DRC - Danish Refugee Council (Central Somalia),,2006-08-22,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWAWLU015,Dug Well,SWALIM_HGS,2012-01-24,Awdal,Lughaye,Garaaca/W-031,,,,,10.7157,43.82224,17.0,,,,,,Yes,,,,,,,,,,,,,,,,6.0,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bucket and Windlass,,,,,,,,,27.0,7.5,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWAWLU016,Dug Well,SWALIM_HGS,2012-01-27,Awdal,Lughaye,Geerisa/W-032,,,,,10.60942,43.43285,238.0,,,,,,Yes,,,,,9260,,,,,,,,,,,13.0,10.0,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,Submersible,,,,,,,,,26.0,7.3,,,,,,,,,,,,,,UNHRC - United Nations High Commission for Refugees,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBKXU015,Dug Well,SWALIM_WSIS,2009-08-02,Bakool,Xudur,Lafaale 2,,,, 1/23/2002,4.0208,43.8864,522.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,18.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,1087.0,,,,,,,,,,,,,ADRA - Adventist Development Relief Agency,,2005-01-23,,Water Sources Inventory Survey – WSIS
DWAWZE002,Dug Well,Somaliland_MoWRD,2019-12-18,Awdal,Zeylac,Nuur odowa,Nuur odowa,,Private, 7/21/2019,10.6152,42.7484,659.0,4.9,6,,no,4,Yes,,2000,1500,,1544,2.0,No,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,27.0,7.3,110.0,1200.0,,,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWAWZE004,Dug Well,Somaliland_MoWRD,2019-12-18,Awdal,Zeylac,Habas2,Habas,,Community,,10.4313,42.81,842.0,4.9,4,,no,5,No,There is no power supply,400,1400,,,,Yes,,,,,,,,,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWAWZE005,Dug Well,SWALIM_WSIS,2008-05-17,Awdal,Zeylac,Habaas 2,Cabdi Qaadir,,UNHRC - United Nations High Commission for Refugees, 1/22/2007,10.4313,42.8101,842.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWZE008,Dug Well,Somaliland_MoWRD,2019-12-18,Awdal,Zeylac,Habas1,Habas,,SC - Save the Children, 2/21/2019,10.4297,42.8132,846.0,4.9,5,,no,6,Yes,,2200,,,,,Yes,,,,,,,,,7.0,3.0,4.0,11.0,,,,,,,,,,,,,,Concrete/Masonry tank,,Galvanised Steel,600.0,,2,,no,,,,,,,,,,,,,No,,35.0,7.8,1550.0,800.0,,,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWAWZE009,Dug Well,Somaliland_MoWRD,2019-12-18,Awdal,Zeylac,Dahir,Abdiqadir,,Private,12/21/2014,10.5065,42.8829,717.0,4.9,5,,no,5,Yes,,,,,,,No,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,PVC,,,,,,,,,,,,,,,,,,No,,24.0,7.4,850.0,750.0,,,,,,,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWAWZE011,Dug Well,SWALIM_HGS,2012-01-19,Awdal,Zeylac,c/qaadir,,,,,10.5156,42.8879,706.0,,,,,,Yes,,,,,5590,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,962.0,,,,,,,,,,,,,,,,White sand and alluvial deposits,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWAWZE016,Dug Well,Somaliland_MoWRD,2019-12-20,Awdal,Zeylac,Shiikhaware,Shiikhaware,,AFREC - Africa Rescue Committee,,10.4442,43.0493,753.0,4.9,4,,no,8,Yes,,6000,1000,,1500,10.0,Yes,,,,,,,,,7.0,3.0,8.0,11.0,1.0,,,,,,,,,,,,,Steel tank,,Galvanised Steel,1000.0,,1,1,no,,,,,,,,,,,,,No,,30.0,7.3,900.0,500.0,,,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWAWZE018,Dug Well,Somaliland_MoWRD,2019-12-13,Awdal,Zeylac,Caliwaci1,Calieweci,,Community,12/17/1980,10.9705,43.102,259.0,4.7,2,,no,4,Yes,,1000,2000,,4000,,No,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There is no supply system,No,,,,,,,,,,,,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU055,Dug Well,SWALIM_WSIS,2009-09-28,Gedo,Luuq,Ceel Yare(Karaban),Raxaale,,ACF - Action Internationale Centre La Fairm,  1/1/2004,3.9725,42.7301,217.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,2.5,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,470.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKCE010,Dug Well,SWALIM_GSA,2017-12-05,Bakool,Ceel Barde,Haji shire SH,Sayid 2,,Private,05-07-05,4.8275,43.6628,491.0,,,,Yes,,Yes,,,,,,,No,,,,,,,,,13.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,7.2,2850.0,1420.0,,,,,,,,,,,,,,,Fair,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKRA002,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Rab Dhuure,Quracla,Rabdhuure,,Community,25-06-05,4.3539,43.1219,334.0,,8,,Yes,,Yes,,20,,,,,,,,,,,,,,8.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,"Complete Solar system with small Pump is needed, constructing water troughs","Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKCE011,Dug Well,FGS_MoEWR,2019-10-27,Bakool,Ceel Barde,Higloley,Higlo weyn,,Community,12/19/2017,4.8442,43.6994,498.0,4.288,0,,yes,,Yes,,600,500,50,6000,0.0,No,,,,,,,,,10.0,8.0,,,9.0,,,,,,,,,,,,,Other,,Other,0.0,0,0,3,no,,,,,,No Pump,,,,,,People use this source from their hunds,No,,28.9,7.34,1740.0,880.0,,Yes,10/26/2018,3,2,No,,No,,,,,Animal troughs,2018-07-23,,Strategic Water Sources Survey – WSS_NAT
DWBKRA008,Dug Well,SWALIM Archives,2004-05-19,Bakool,Rab Dhuure,Booco,,20.0,Community,23-06-05,4.1885,43.1679,355.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,20.55,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,,237.0,,,Yes,,,,,,,,Yes,,Community,,,,Water Sources Data from Partners – WSD_Pat
DWBKRA005,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Rab Dhuure,Imilow,Rabdhuure,,Community,24-06-05,4.3379,43.2248,351.0,,1,,Yes,,Yes,,240,,,,,,,,,,,,,,8.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,"Complete Solar system with small Pump is needed, constructing water troughs","Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKCE012,Dug Well,FGS_MoEWR,2019-10-26,Bakool,Ceel Barde,Cali Ibraahim,Hiiray,,Community, 1/21/2018,4.813,43.7076,505.0,4.288,0,,yes,,Yes,,300,10,0,250,0.0,No,,,,,,,,,5.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,Other,,Other,0.0,0,0,0,no,,,,,,No Pump,,,,,,,No,,29.9,7.67,3360.0,1670.0,,,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
,Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Hanano2 BH,Hanano2,,NRC - Norwegian Refugee Council,1/1/2014,3.1402,43.6656,,,,,Yes,,Yes,,,,,,,,125.0,,,48.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,,
DWBKCE013,Dug Well,FGS_MoEWR,2019-10-27,Bakool,Ceel Barde,Cayayo,Cayayo,,Community, 6/22/2018,4.8286,43.7097,505.0,4.288,0,,yes,,Yes,,0,0,0,0,0.0,No,,,,,,,,,11.0,,0.0,0.0,0.0,,,,,,,,,,,,,Other,,Other,0.0,0,0,0,no,,,,,,No Pump,,,,,,The source have no water still and need to dig more depth,No,,,,,,,Yes, 9/26/2018,2,4,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWSLLA055,Dug Well,SWALIM_HGS,2012-01-01,Sool,Laas Caanood,Boocame 4,,,,,8.4552,47.929,579.0,,,,,,Yes,,,100,,500,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2410.0,,,,,,,,,,,,,,,,Taleh fm,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBKCE014,Dug Well,FGS_MoEWR,2019-10-27,Bakool,Ceel Barde,Ceel Cabow,Haluul,,FGS MoEWR - Ministry of Energy and Water Resources of the Federal Republic of Somalia,10/27/2013,4.8713,43.7712,517.0,3.216,0,,yes,,Yes,,7000,2000,500,10000,0.0,No,,,,,,,,,16.0,8.0,,,,,,,,,,,,,,,,Other,,Other,0.0,0,0,6,no,,,,,,No Pump,,,,,,The supply system is exist,No,,32.1,7.05,2430.0,1210.0,,Yes,,6,0,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWBKCE015,Dug Well,FGS_MoEWR,2019-10-27,Bakool,Ceel Barde,Shamiitale,Haluul,,Community,10/27/1983,4.8553,43.7782,517.0,3.216,0,,yes,,Yes,,200,500,300,7500,0.0,No,,,,,,,,,15.0,1.0,,,14.0,,,,,,,,,,,,,Other,,Other,0.0,0,0,6,no,,,,,,No Pump,,,,,,The supply system is not exist,No,,30.5,7.45,2400.0,1200.0,,Yes,,5,0,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGLDH023,Dug Well,COOPI,2012-12-14,Galgaduud,Dhusa Marreb,Duduma cade,Dhusamareb,,Community, 4/15/1991,5.5814,46.3432,258.0,,,,Yes,,Yes,,,30,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3999.0,2000.0,,,,,,,,,,,,CARE Somalia,,,,Water Sources Data from Partners – WSD_Pat
DWBKCE016,Dug Well,FGS_MoEWR,2019-10-26,Bakool,Ceel Barde,Bohol riib,Salku dhooble,,Community, 5/18/1972,4.9091,44.0006,530.0,3.216,1,,yes,,Yes,,3000,800,180,8000,0.0,No,,,,,,,,,15.0,2.0,,,10.0,,,,,,,,,,,,,Other,,Other,0.0,0,0,6,no,,,,,,No Pump,,,,,,There is no any supply system,No,,29.4,7.58,2920.0,1470.0,,Yes,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWMDGK010,Dug Well,SWALIM_WSIS,2008-07-22,Mudug,Galkacyo,Siciidraad Yare,Hermo,,,,7.1498,47.5129,356.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,7.8,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,2177.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWTGBH020,Dug Well,SWALIM_WSIS,2008-06-22,Togdheer,Buhoodle,Dhumay,Kalabaydh,,,,8.3194,47.0522,769.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,2432.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKXU026,Dug Well,FGS_MoEWR,2019-09-22,Bakool,Xudur,Jabril,Buulow,,Jabril ( individual),  4/9/2019,4.1272,43.8936,491.0,4.2,30,,yes,,Yes,,70,,,,,Yes,,,,,,,,,9.0,6.0,,12.0,,,,,,,,,,,,,,,,,,140,,,no,,,,,,,,,,,,,No,,30.6,7.26,2480.0,1240.0,,Yes, 7/19/2018,9,4,No,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWBKXU025,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Dameereey SH,Xudur,,,28-04-05,4.1223,43.8936,492.0,,25,,Yes,,Yes,,380,,,,,,,,,,,,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,7.4,2880.0,,Community,,,,,,,,,,,,,,Development (Deeping and installing handpump,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKCE017,Dug Well,FGS_MoEWR,2019-10-26,Bakool,Ceel Barde,Buq,Buq,,Community, 6/22/1950,4.9598,44.0211,485.0,3.216,2,,yes,,Yes,,3000,750,0,8500,0.0,No,,,,,,,,,12.0,3.0,,,8.0,,,,,,,,,,,,,Other,,Other,0.0,0,0,2,no,,,Indian Mark-II,1.0,,Hand Pump,,,,,,The pump is not function but the people get water their hunds from the well,No,,33.5,7.3,1850.0,950.0,,Yes,,7,0,No,,No,,,,,ICF,2017-04-22,,Strategic Water Sources Survey – WSS_NAT
DWGLDH036,Dug Well,SWALIM_WSIS,2009-07-31,Galgaduud,Dhusa Marreb,Dhafoor Jabshe,Dhuusamarrabe,,,,5.5663,46.4255,252.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,8.8,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3999.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKCE018,Dug Well,FGS_MoEWR,2019-10-26,Bakool,Ceel Barde,Ceel gaab Dw,Salku dhooble,,Community, 8/18/1974,4.9154,44.0235,504.0,4.288,0,,yes,,Yes,,1500,750,120,7500,0.0,No,,,,,,,,,15.0,7.0,,,,,,,,,,,,,,,,Other,,Other,0.0,0,0,0,no,,,,,,No Pump,,,,,,,No,,30.1,7.7,3000.0,1500.0,,,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWBKCE019,Dug Well,FGS_MoEWR,2019-10-26,Bakool,Ceel Barde,Buq sil,Buq,,Community, 6/20/1950,4.9659,44.0245,480.0,4.288,1,,yes,,Yes,,800,1000,0,7000,0.0,No,,,,,,,,,16.0,8.0,,,9.0,,,,,,,,,,,,,Other,,Other,0.0,0,0,0,no,,,,,,No Pump,,,,,,,No,,30.5,7.22,2310.0,1160.0,,Yes,,4,0,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWBKRA001,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Rab Dhuure,Washaqa,Rabdhuure,,Community,27-05-05,4.3149,43.0721,318.0,,6,,Yes,,Yes,,70,,,,,,,,,,,,,,10.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,Installing hand pump and construction of the Dug Wells mouth,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKRA003,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Rab Dhuure,Iskari,Rabdhuure,,Community,21-06-05,4.405,43.1759,347.0,,1,,No,,Yes,,150,,,,,,,,,,,,,,6.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,Deeping and constructin of the Dug Wells Mouth,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKRA004,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Rab Dhuure,Lahelow,Rabdhuure,,Community,22-06-05,4.4172,43.2028,349.0,,8,,Yes,,Yes,,98,,,,,,,,,,,,,,9.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,Installing hand pump and construction of the Dug Wells mouth,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWGDLU056,Dug Well,SWALIM Archives,2004-08-01,Gedo,Luuq,Karaban,,,Community,19-04-05,3.973,42.7302,218.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,2.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,7.8,3359.999895,,,Yes,,,,,,,,Yes,,,,,,Water Sources Data from Partners – WSD_Pat
DWBKXU013,Dug Well,FGS_MoEWR,2019-09-23,Bakool,Xudur,Guudow,Kontomo,,Community, 8/15/2019,4.1286,43.8737,491.0,3.8,,,yes,,Yes,,500,300,200,800,,No,,,,,,,,,11.0,9.0,,,,,,,,,,,,,,,,,,,,,,2,no,,,,,,,,,,,,,No,,28.5,9.05,1760.0,900.0,,Yes, 6/23/2018,9,4,No,,No,,,,Action Internationale Centre La Fairm,"Well head construction, 2 troughs",2019-09-18,,Strategic Water Sources Survey – WSS_NAT
DWBKXU014,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Oronbosle SH,Xudur,,Private,09-07-05,4.2205,43.8784,540.0,,200,,No,,Yes,,25,,,,,,,,,,,,,,5.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,Development (Deeping and constructin of the Dug Wells Mouth,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKXU018,Dug Well,FGS_MoEWR,2019-09-22,Bakool,Xudur,Maandheere,Buuloow,,Community, 1/11/1950,4.1262,43.89,491.0,2.4,35,,yes,,Yes,,1000,,,,,No,,,,,,,,,11.0,6.0,,12.0,3.0,,,,,,,,,,,,,,,,,,,3,no,,,,,,,,,,,,,No,,29.6,7.28,2660.0,1320.0,,Yes, 6/23/2018,9,4,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWSLLA024,Dug Well,SWALIM_HGS,2011-12-15,Sool,Laas Caanood,Saha-Gebogedo,,,,,8.6785,47.4592,559.0,,,,,,Yes,,,100,,500,,,,,,,,,,,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5860.0,,,,,,,,,,,,,,,,Taleh aquifer,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBKXU019,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Reer Hasssan SH,Xudur,,,04-06-05,4.1266,43.8907,492.0,,25,,Yes,,Yes,,70,,,,,,,,,,,,,,14.0,6.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,7.2,3000.0,,Community,,,,,,,,,,,,,,No intrvention required,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKXU020,Dug Well,BRCiS,2017-06-01,Bakool,Xudur,Buulow Hudur,Buulow Hudur,,,,4.1249,43.8914,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non portable water,Water Sources Data from Partners – WSD_Pat
